Index,Time,Source,Content
45,2019-03-02T23:31:07+00:00,Kolkata24*7,"Kolkata: Two students of IIT Kharagpur were killed and another one was critically injured after the motorbike carrying them collided head-on with a vehicle in West Midnapore district, police said on Saturday.The incident happened at Kharagpur town on Friday midnight, the police said.The students, identified as Abhinav, Harshit and Bhabani, were travelling on a motorbike when it collided head-on with a heavy vehicle, an officer of Kharagpur local police station said. While Abhinav and Harshit were declared brought dead at two local hospitals, Bhabani was referred to a hospital in Kolkata, the officer said, adding, his condition is stated to be serious.While Abhinab and Harshit hailed from Uttar Pradesh and Haryana respectively, Bhabani’s home is in Rajasthan, the officer said.An investigation has been initiated and efforts are on to trace the killer vehicle, the police officer said."
46,2018-12-18T16:40:55+00:00,Kolkata24*7,"Barrackpore: In a tragic accident, Ranjit Gupta, a jawan has died on Tuesday at S N Banerjee road near Barrackpore Surendranath College in Barrackpore. He was 35. As per Barrackpore police, he was riding a scooter when returning to the camp. In a clash with a high-speed Tata-Sumo which was coming from the opposite side of Barrackpore station has claimed his life."
47,2018-11-28T19:56:25+00:00,Kolkata24*7,"Howrah: An old woman got seriously injured after a bus hit her. The angry mob vandalised two buses. The incident took place on Wednesday at Howrah’s Dasnagar police station’s Kona CTI Road. The Dasnagar police rushed to the area and brought the situation under control.As per locals, the old woman was returning after going to a doctor. While on her way, the 73 route bus hit her near Dasnagar police station’s cotton mills. She immediately fell down. On seeing this, the locals rushed to her. The locals rescued the old woman and rushed her to the Howrah general hospital where the doctors have stated her to be critical. Due to her serious condition, she was transferred to the NRS hospital.The locals became angry and vandalised two buses. This caused traffic. The Dasnagar police went and brought the situation under control. The bus driver has fled after the incident. As per the police, the old woman’s name is Ashalata Kanrar (75). She is a resident of Howrah’s Balitikuri Khaldhar area. The police have started an investigation and is on the lookout for the bus driver."
48,2018-11-18T13:10:37+00:00,Kolkata24*7,"Kolkata: In a tragic accident on Sunday, one died. The accident occurred at the AJC Bose road flyover.According to sources, a bike on boarding the flyover collided head-on with a lorry. One died due to the accident.The police have seized the lorry and the driver arrested. It has been alleged that the lorries run at great speeds in the wee hours of the mornings at the flyover. Before this, several died in similar accidents. The state government has started safe drive save life project which has reduced accidents, as claimed by the police administration."
49,2018-11-15T13:59:31+00:00,Kolkata24*7,"Howrah: A gas tanker has plunged into a divider on National Highway-6 near Ranihati on Thursday morning. Panic sparked after the gas tanker leaked. This incident caused huge traffic congestion.Presently, the situation has been normalized. Traffic movement are slow but gradually turning normal. The incident took place on Thursday seven thirty in the evening.Police has reported that a Kolkata bound gas tanker suddenly found with leak in the middle of the road near Ranihati. Howrah Gramin police DSP traffic head Biswajit Naskar said that “the gas tanker leaked after plunged into the divider and sparked congestion towards Kolkata bound lane.” Police informed the gas company and they came to defused the tanker. The normal flow of traffic came after 12 PM."
50,2018-11-07T18:38:48+00:00,Kolkata24*7,"Kolkata: In a tragic accident on Wednesday, a passenger died and 2 others were left injured after an auto overturned at the Ultadanga flyover. The police have seized the auto but yet to catch the driver.At around 2:15 in the afternoon, a passenger auto was going towards Lake Town from Bypass’ Bengal Chemical. According to rules, all autos are supposed to use the road below the Ultadanga flyover. But this particular auto entered the flyover with passengers.According to the police, after entering the flyover, it lost control and overturned. All three passengers and the driver got injured in the accident. A passenger who was sitting behind was seriously injured. The locals rescued all and rushed them to a local hospital. However, Swapan Bose (53) one of the passengers, were declared brought dead. The Lake Town police reached the spot and seized the auto. The driver is absconding and the police have already started an investigation and looking for the driver."
51,2018-10-16T23:24:45+00:00,Kolkata24*7,"Kolkata: A bus accident in West Bengal’s Hooghly district on Tuesday left five people dead and 22 injured, police said.“The bus overturned and fell into the Dakatiya Khaal (a canal) on Haripal Road this morning. Around 22 injured were rushed to hospital,” a police official said.An eyewitness, who helped in the rescue operation, said: “We saw the bus hitting the cement fencing of the bridge, before toppling over and falling into the canal. We broke the window glasses and helped the injured come out of the bus.”"
52,2018-10-13T12:00:53+00:00,Kolkata24*7,"Howrah: A kerosin oil tanker has been reverted on Kona expresseway which has sparked huge congestion on Kona expressway and extended till Vidyasagar Setu on Saturday morning.Commuters are facing problem as the roads became oily after the incident. Back to back private cars and commercial vehicle are in queue following the incident near Dumurjola Stadium. The incident took place in early morning on Saturday. The road used to be the connector between the other state with West Bengal. Reportedly, the incident happened due rash driving of a biker. The oil tanker tried to save the biker and the accident took place.Excessive spread of oil has halted traffic and freight traffic movement on the road. The situation is changing gradually."
53,2018-10-12T17:13:52+00:00,Kolkata24*7,"Kolkata: An alternative road parallel to a bridge that collapsed over a month ago in south Kolkata was thrown open to the public on Friday, much to the relief of a large number of daily commuters to and from the city and its suburbs.A portion of the Majerhat Bridge in south Kolkata collapsed on September 4, killing a city youth instantly and injuring at least 19 others. Two bodies of Metro rail workers were recovered from under the debris two days after the accident.The new road along with two bailey bridges over the Chetla canal and railway level crossing were constructed within 20 days in close coordination between the Public Works Department (PWD) and Eastern Railway. According to senior PWD officials, initially one-way movement of small and medium vehicles will be allowed on the road. The city police will take a call regarding both-way vehicular movements after the Durga Puja festivities.“The bridge, along with the level-crossing, is connecting the southward extension of Alipore Avenue with Block G in New Alipore,” an official said.Urban Development Minister Firhad Hakim said that though the bridge collapse was an unfortunate incident, the Bengal government had shown that they can make the impossible possible.Eastern Railway officials said train services on the Sealdah-Budge Budge line will be restricted to keep the level-crossing gate between New Alipore and Majerhat station operational.“To ensure smooth road and rail movement, six pairs of EMU locals on the Sealdah-Budge Budge section will remain suspended from Saturday until further notice. Rest of the 52 locals (trains) will continue to ply with slight changes in schedule.”"
54,2018-10-04T12:38:46+00:00,Kolkata24*7,"Kolkata: A part of Acharya Jagdish Chandra Bose Flyover sagged near La Martiniere Kolkata which sparked panic for few minute. No casualty has been reported till now.The incident took place near La Martiniere School. A video became viral in social media. Dust particles started falling from the down parts of the bridge which became the source point of panic among the people. Initially, Lalbazar has been contacted soon after the incident and they informed that,”Something has happened but it is not yet clear.” Local Traffic Guard has been informed to look after the matter.For the second time Lalbazar said that, “The Video is not fake that dust particles were falling from down parts of the flyover. But no accident took place, public Works Department has been informed. They will visit the place.As panic started to spread, Kolkata Police has come up with the original reason. In their official Twitter handle they have posted that, “Please be informed that this occurred during a routine Maintenance work carried out by the H.R.B.C. Officials . It has stopped now and everything is as usual. There is no reason to panic.” Please be informed that this occurred during a routine Maintenance work carried out by the H.R.B.C. Officials . It has stopped now and everything is as usual. There is no reason to panic.— Kolkata Police (@KolkataPolice) October 4, 2018"
55,2018-09-27T00:27:16+00:00,Kolkata24*7,"Howrah: A container and matador have plunged into the divider losing its control on Kona Expressway on Wednesday night. No casualty have been reported till now. Huge Traffic congestion followed by the incident.As per the local source, two cars were moving towards Santragachi bridge from Kolkata. The incident took place at Jana Gate stoppage on Kona Expressway. The locals claimed that both the car were busy in rivalry throughout the road so the speed was comparatively high Suddenly the container truck sidelined the matador and lost its control and plunged into the road divider. The incident caused huge traffic on the highway. The passengers claimed that two hours heavy congestion has followed the incident. The uncertainty prevailed on the highway due to strike and the incident has hindered normal flow of traffic.Traffic police took an active role to fight the situation.As per the locals, the traffic police has worked fast to bring back the normalcy. Though it is nothing new in Kona expressway. The locals urged for tightening vigilance on the drivers to the administration."
56,2018-09-14T09:41:58+00:00,Kolkata24*7,"Howrah: An accident took place in Kona Expressway has injured two people on Friday morning. Reportedly, three consecutive cars standing have collided in jerk. This incident in the morning time has caused huge congestion in the area.According to police source, a truck losing its control has plunged in the next truck. Accordingly the truck collided in the container truck standing next to the truck. two people have been injured and rushed to the hospital.Accidents and congestion became a daily bread in the highway. Kona expressway is one of the important road to enter Kolkata. As West Bengal administrative headquarter Nabanna is in Howarh so the road is inevitable for those who are coming from that side. Common people are raising question on the increasing rate of accident. They are looking for immediate solution."
57,2018-09-08T21:22:57+00:00,Kolkata24*7,"Kolkata: A woman got seriously injured after a bus ran over her foot at Behala Trum Depot on Saturday. She was immediately sent to a private hospital.Soon after the accident, the driver fled the scene and agitated people ransacked the bus. According to the sources, at around 9 pm, the victim was crossing a road near the Behala trump depot. When she was in the middle of the road, a bus hit her.Looking at the crowd already gathered on the spot, the driver fled the spot. Later, police from Behala police station intervened and took control of the situation."
58,2018-09-07T12:59:24+00:00,Kolkata24*7,"Kolkata: A man died in a road accident on Thursday night at the Tala bridge. Theman was returning home from a local club. He was the resident of Tala Ghoshbagan.As per locals, Uttam, the man was returning home via the bridge. He used to work ina private organisation. At that time, a 12-wheeler truck lost control and moweddown Uttam. He died on the spot.He was rushed to the RG Kar Hospital where he was declared brought dead. After thisthe angry locals ransacked t he truck. A huge police force rushed to the spot andbrought the situation under control. As per police, the driver has been arrested. The truck has been seized too. TheChitpur police have started an investigation."
59,2018-09-05T05:18:32+00:00,Kolkata24*7,"Kolkata: The communication has been torned between Kolkata and South 24 Pargana after the Majerhat bridge Collapse on Tuesday. Huge traffic congestion in entire South Kolkata. Daily passengers in trouble, mainly residents of Behala- Sarsuna and people of extreme South.Majerhat Bridge standing over Diamond Harbour Road which is the main connector between Kolkata and South 24 pargana. Approximately ten thousands people use the road on daily basis apart from bus and other transportation.According to Kolkata Police source, many majerhat bound roads from Diamond Harbour have been closed after the accident. Alipore Road, Ekbalpore crossing, Garden Reach Road, Taratala Road to Diamond Harbour Road are closed. Kolkata Traffic Police saying people heading towards Rashbehari from Joka must take James Long Sarani and those who want to avail Tollygunje Metro will have to take biren roy road-Karunamoyee-tollygunje. KP traffic has fixed a blue print to avoid the congestion duet to the bridge collapse."
60,2018-08-24T19:02:31+00:00,Kolkata24*7,"Kolkata: In a tragic incident on Friday, an old woman died after a speeding bus mowed her down near VIP road.The incident took place at 2:30 in the afternoon near the Baguihati bus stand. The 76-year-old Soumita Basu was getting down from the bus when another bus of the same route mowed her down. She was rushed to the hospital where she was declared brought dead.According to the locals, bus route number L-238 of Barasat-Howrah was moving towards the airport. Soumita Basu was getting down from the bus. Another L-23 8 was coming from behind. When she was getting down, the bus hit the first bus from behind. She sustained injuries at her right hand and head. The traffic police on duty rushed to her. The bus drivers of both the buses are absconding. The police is looking for both of them based on the CCTV footages. It is being estimated that how two buses of the same route was running at the same time. Soumita Basu was the resident of Baguihati’s Narayantala."
61,2018-08-19T15:32:52+00:00,Kolkata24*7,Kolkata: A man was killed after a clash between a Maruti car and a bus at Mayo Roadon Sunday.The driver of the maruti car is dead. Four injured women have been rushed to thehospital.A police force have already reached the spot.
62,2018-08-17T12:04:42+00:00,Kolkata24*7,"Kolkata: Trinamool-Congress Member of Parliament and lawyer Kalyan Banerjee has been injured in a road accident near Lake Kali Bari.The incident took place on Friday morning at around 7:20 am. His car was moving towards South Kolkata and a yellow taxi breached the signal and hits his car.He has been admitted to Bellevue Hospital after he reported chest pain and sustained minor injury. Reportedly, Kalyan Banerjee was moving in a Innova car and the accident took place at Sarat Bose Road. A FIR has been lodged Rabindra Sarovar Police Station and they rushed him to the hospital. Presently he is in Emergency Department."
63,2018-07-28T11:09:28+00:00,Kolkata24*7,"Kolkata: East Bengal’s ASEAN Cup winning midfielder Kuluthugan passed away after amajor road accident on Saturday. Kuluthungan also won I-League and Federation Cuptitles for East Bengal.The 39-year-old footballer died in a tragic bike accident on Saturday morning inhis village in Tamil Nadu. He was returning from a programme when the accidentoccured.Not only did he play in Kolkata Maidan in East Bengal’s jersey. He is also formerfootballers of Mohanbagan, Mohamedan sporting, Bhawanipore FC. In the nationallevel, he played for Viva Kerala, Mumbai FC. He also captained his team Tamil Nadufor the Santosh trophy. He took retirement in 2014. He came to limelight in 2014 while playing for East Bengal. He was better known asKuku among the other footballers. He played for East Bengal from 2002-2004. Duringthis period, EB won I-league twice. East Bengal also won ASEAN cup. He played withplayers like Baichung Bhutia, Okoro, Junior, Bijen, Raman Bijayan. We at Mohammedan Sporting Club deeply saddened to hear about the untimely demise of former midfielder Kalia Kulothungan. Remembering his wonderful and gentle soul will forever remain in our hearts. May he rest in peace. pic.twitter.com/ORzrrZvOYC— Mohammedan SC (@MDSCOfficial) July 28, 2018 Mohammedan Sporting Club has tweeted and paid tributes to him."
64,2018-06-27T11:47:08+00:00,Kolkata24*7,"Kolkata: An accident took place in Rashbehari Avenue on Wednesday morning which claimed life of a woman. Reportedly, a bus has took over the woman while she was crossing the road at the time of morning walk. Police said her name is Radharani Halder.Tollygunje police has reached the spot soon after the incident. She has been rushed to M.R Bangur Hospital. The hospital authority announced her dead soon after checking her.Heavy and constant rain has made the roads sloppy which causing several accidents almost everyday. The wasted elements which making every step miserable in monsoon time. Reckless driving and using phone while driving has increased the probability of accident. Bidhannagar area became one of the highly accident prone zone due to heavy traffic conjestion and reckless driving. Soon after Monday’s accident another accident in Telengabagan area took life of one person has lost his life in bus rivalry.Telengabagan area became agitated over the situation. Locals have blamed police for their inhuman jesture.An unidentified pedestrian has lost his life while crossing road. He was left in the middle of the road around fourty five minutes. After one hour Manicktala police came and rushed him to R.G Kar Hospital and announced dead after admitting him."
65,2018-06-27T10:47:24+00:00,Kolkata24*7,Kolkata: Bidhannagar area became one of the highly accident prone zone due to heavy traffic conjestion and reckless driving. Soon after Monday’s accident another accident in Telengabagan area took life of one person has lost his life in bus rivalry.Telengabagan area became agitated over the situation. Locals have blamed police for their inhuman jesture.An unidentified pedestrian has lost his life while crossing road. He was left in the middle of the road around fourty five minutes. After one hour Manicktala police came and rushed him to R.G Kar Hospital and announced dead after admitting him. Locals showed agitation as police reached later and did not show a proper manner to take the matter seriously. The locals held a protest following the incident and withdraws after policer came to the spot. The area used to have a traffic police less road in spite of being a highly used and busy road. An accident took place on Monday which has injured two person critically.
66,2018-06-25T23:33:46+00:00,Kolkata24*7,"Kolkata: Massive accident was happened on Kolkata’s Ultadanga area when a public bus was racing with another on Monday. Two was killed and one was seriously injured in this accident.According to report, A scooty was stuck between two buses when racing down at the busy road with another bus. Panic was spread across the area.All three immediately sent to the RG Kar medical hospital. Two of them were declared dead by doctors. Police reached the spot. According to prime investigation, all three were not wearing helmets."
67,2018-06-03T20:04:40+00:00,Kolkata24*7,"Howrah: A man lost his life while his friend got seriously injured in a road accident involving a Ferrari sportscar.The accident took place outside the city of Kolkata in Domjur area of Howrah district when the sports car hit a divider and turned turtle. The sports car was coming at a high speed from Dankuni and hit the divider while approaching a bridge on National Highway 6 at Domjur.The man identified as Shibaji Roy,30, was driving the car and he was accompanied by his friend Ashna Surana (21) who was seated next to him. They added that both of them were taken out of the mangled car. Sources say the driver of the Ferrari lost control on the highway. What exactly led to the crash will be revealed only after forensic tests, the police said.Roy was announced dead on arrival at a private hospital while the woman, Surana, who was accompanying Roy was admitted to the hospital with serious injuries. Police are expected to conduct a forensic test on the mangled parts of the Ferrari car.The car, a Ferrari California T, is a two-door, hard top convertible sports car, that makes over 500 horse power. The pictures of the terrible crash indicate that the car hit the side of the road, smashing the driver’s door, and the entire front was reduced to a lump of mangled metals.The accident spot on NH 6 is around a hour’s drive from Kolkata. The crash took place at about 9:30 am said the police. The injured woman has been taken to a hospital in Kolkata said the officer at Domjur police station."
68,2018-05-21T11:21:04+00:00,Kolkata24*7,"Fortis Kolkata: First time in East India a major heart transplant initiation has been taken by the Fortis hospital in Kolkata. The harvested heart from the donor has been airlifted from Bengaluru. Within an estimated time of twenty minutes the harvested heart has been taken through the green corridor to the Fortis Hospital, EM Bypass.The Kolkata police escorts VIPs almost every day. But on Monday morning it was guiding life for both Kolkata police and the Bidhannagar police. At 11 am on Monday, the harvested heart of Varun DK arrived at Netaji Subhas Chandra Bose International Airport in Kolkata on a special flight from Bengaluru.The entire road to the Fortis Hospital from the airport was turned into green corridor by the Kolkata and the Bidhannagar police. Hospital sources said that Dilchand Singh, 40 years old, was admitted in Fortis Hospital.His family was trying for his heart replacement since a long time. But they failed to find a donor in the last three years. On last Sunday Varun DK suffered brain damage after he met an accident in Bengaluru.Later, the initiative was taken to replace the heart to Singh after doctors find out that both Singh and Varun have A(+) blood group. Eventually,with the consent of the two families, the harvested heart was brought down to Kolkata and going to be replaced to Singh in Fortis hospital under the observation of some eminent cardia Surgeons.The Kolkata police gypsy and the fortis hospital ambulance carrying the harvested heart moved speeding down from the airport to EM Bypass, the cops eyes kept shifting between the wrist watch and the rear-view mirror. They were in a hurry but not to transport a VIP but to deliver life in the to a recipient at Fortis hospital.Every second was precious. The doctors were monitoring our movement. All the arrangements had been made and the patient and his family were waiting for the heart to arrive safely.Amid this Kolkata made a history as the first major heart transplant in East India took place today in the City’s private hospital.According to the hospital source the harvested heart reached the hospital before the estimated time. It is learned that two specialist doctors have come from Bengaluru, and 5 more doctors are in the team among which some doctors are from Kolkata Fortis.The surgery will be done under there observation."
69,2018-04-11T17:04:53+00:00,Kolkata24*7,"Kolkata: One person was killed and seven others were injured when a minibus rammed into parked vehicles at Kasba area in the city today, police said.A Kasba-Howrah route minibus rammed into two auto-rickshaws and a car near Kasba New Market building, in the southern part of the city, at around 11 AM, an officer of Kasba police station said.While one unidentified bystander was declared dead after being taken to a nearby hospital, seven others were admitted to the same hospital, the officer said. The bus has been impounded but the driver was absconding, the officer added."
70,2018-03-29T16:26:43+00:00,Kolkata24*7,"Kolkata: The Bengal Traffic Police has initiated a programme christened ‘40 in 40’. It is an extension of the ‘Safe Drive Save Life’ campaign, which has notched up major successes and has been appreciated by the Road Safety Committee of the Supreme Court too.Steps would be taken to reduce the number of accidents by 40 per cent by the end of 2018. Of the 400 police stations in the State, these 40 have a higher propensity of mishaps occurring, it has been found.The name ‘40 in 40’ refers to the 40 police station areas with the incidence of accidents is still high.Though the total number of accidents has reduced from 13,208 in 2015 to 11,670 in 2017, the State’s traffic police are determined to further check the rate of accidents with more stress on these 40 police station areas. Steps being taken include the setting up of speed breakers, construction of pedestrian paths at ‘chowrastas’ (intersections of two major roads), ensuring proper illumination of roads, enforcing traffic norms and, equally important, creating awareness among people in the areas marked for special attention. ‘Black spots’ (stretches of road where accidents occur more) under the jurisdiction of these 40 police stations will be identified.It may be recalled that 59 black spots were earmarked on different roads, including the highways, in 2016 and necessary steps taken to check accidents. A new survey has been initiated under the 40 in 40 project."
71,2018-02-19T10:28:19+00:00,Kolkata24*7,"Kolkata: Two are killed and one is injured when the cab they were travelling in crashed onto a truck at B.T.Road, Kolkata on Sunday.“It seems the driver of the speeding cab from an app-based service provider lost control.” A police official said. The app-based cab driver died on spot including a passenger.The accident occurred at around 7 a.m. near the B.T. Road. The injured person is taken to the state-run hospital as his condition is critical."
72,2018-02-18T03:52:15+00:00,Kolkata24*7,"Kolkata: West Bengal Transport Department made ‘Enforcement team’ to prevent road accidents in the city. The Enforcement team divided into four special teams. Transport department distributed the area where they worked, among this four teams. Their work mainly to observe trucks and school buses.দুর্ঘটনা রুখতে নয়া পদক্ষেপ পরিবহণ দফতরেরAccording to the department, motor vehicle inspector is too short in the transport area so Transport department do not observe all traffic and vehicles properly. For that reason, They created this Zonal team to operate it fully. One team worked in North Bengal, One for Kolkata and two others team worked in South Bengal. The team examined the pollution level of the vehicles, Fitness certificate and vehicles taxes. The department also said that if needed than it will be increased in future.Earlier, West Bengal government announced a slew of measures including bringing in two new laws, marking dedicated corridors for buses and strict action against offenders.After a meeting with senior ministers, transport department and police officials, Chief Minister Mamata Banerjee said a new law will be framed with the help of police and another by transport department for road safety. Police, PWD, urban development and panchayat ministries will be members of the new body."
73,2018-02-16T12:02:45+00:00,Kolkata24*7,"Kolkata: Traffic came to a grinding halt on Kolkata’s Tollygunge area on Friday morning after angry locals clashed with the police.The incident took place soon after a speeding bus run over of two- senior citizen with her grand son at the busy Shyamaprasad Mukherjee Road. They are admitted to hospital and in a very serious condition. The police rushed to the spot to control the situation.The accident took place at around 9:30 am. Locals complained that accidents in that stretch of road were frequent, blaming the police for inaction. A huge police force was rushed in to control the situation."
74,2018-02-10T17:17:17+00:00,Kolkata24*7,"Kolkata: Three women and four minors have been killed in a road accident in West Bengal’s Nadia district, police said on Saturday.The incident took place around 8 p.m. in Chapra on Friday when a battery-operated rickshaw (Toto) was hit by a speeding truck coming from the opposite direction.“Seven people in a Toto were killed in the head-on collision with the speeding truck,” a police officer said. “Three more persons with injuries were admitted in hospital,” he added. One person has been detained."
75,2018-02-02T12:32:17+00:00,Kolkata24*7,"Kolkata: Testing while driving ? or Calling while Driving? You woulb be punished by locals too. So Be aware! Kolkata Traffic Police ask help from Kolkatans for this motive.It is easy to understand why using a hand-held phone is a problem: in addition to having your eye of the road, with one hand on the wheel it is harder to navigate bends and respond to hazards. For many people, this is the obvious reason why hand-held calls are banned while driving. But there is another problem: the act of conversation itself is a distraction.Using mobile phone while driving is illegal. It diverts the attention of the driver which may lead to fatal accidents. All are aware of this; yet some drivers continue to violate the law blatantly on the city roads. This has to stop. Kolkata Traffic Police is trying its best to curb the menace through prosecutions and sustained awareness drives. However, K.P. asks for support too in saving precious lives from Kolkatans..In their page, it is published that – Whenever you come across any such incident please inform Kolkata Traffic Police on the WhatsApp number 9903588888 or Bondhu App with image of the incident, & vehicle no, with place, date & time.Violators will be strictly dealt with by Kolkata Traffic Police. Your effort will lead towards bolstering our “ Safe Drive, Save Life” and few lucky informants might win prizes too."
76,2017-11-12T11:11:38+00:00,Kolkata24*7,"Kolkata: Two road cave-ins were reported from Salt Lake on Saturday. Both the caveins were reported from areas located close to the two underpass projects taken up by the CMDA. Water seepage has been blamed for the subsidence in Salt Lake around 12.30pm on Saturday.A 4ft by 4 ft portion of the Broadway Road in Salt Lake’s Amul Island adjacent to the Salt Lake stadium caved in around 11am on Saturday, disrupting traffic for more than an hour. A major accident was averted when the rear wheels of one of the cars almost fell in to the caved road. Luckily, the driver applied the brakes in time as the car was moving very slowly.Traffic was disrupted at the crossing for about an hour and a half as the cops with the help of civic officials fenced the area. Officials of the Bidhannagar Municipal Corporation said the soil underneath the road had probably got weakened due to the underpass work. Bidhannagar Traffic cops said the cave-in was linked to the underpass work. “The work of shifting some optic fibre lines were on underneath, which probably had weakened the soil,” said a traffic police officer.CMDA officials said that the road was immediately repaired and restored. The other cave-in was reported from the Hyatt crossing on EM Bypass almost at the same time. Traffic cops said that the cave-in occurred while construction work for another underpass was on."
77,2017-10-31T16:15:22+00:00,Kolkata24*7,"Kolkata: An iron pillar erected to carry out construction work at the Joka-BBD Bag metro railway project in Behala area of southern part of the city accidentally got loose and leaned on the road, the police said Tuesday. The incident happened at around 10.30 pm last night when the pillar was found leaning on the on the Diamond Harbour Road at Behala tram depot crossing, a police officer said.Reportedly nobody was injured in the incident as alert metro workers removed the iron pillar, a senior Metro official said. Traffic was partially stopped on the road as senior officials of Metro Railways besides a team from the Behala police station rushed to the spot.“This was absolutely accidental. Nobody is injured and we are checking whether there was any lax on the part of any of our workers,” a Rail Vikas Nigam Limited official told PTI. Traffic resumed at that stretch within hours, a traffic official said."
78,2017-10-27T03:06:12+00:00,Kolkata24*7,"Kolkata: Three persons have died in a road accident at Akanksha More at Rajarhat New Town on Thursday. The deceased include a father, his child daughter, and his friend. They are from Beleghata in north Kolkata.Residents of the area said that deceased Prabhat was riding down a motorcycle with his friend and daughter on pillion. The bike was moving at a high speed when a cow suddenly came in front at Akanksha More.To avoid hitting the cow, Prabhat applied a hard brake and this made all three of them stumble on the road. It was then that a car that they came under a car that was moving behind them and got crushed. Prabhat’s child daughter died on the spot; he and his friend succumbed after they were taken to New Town Hospital by passer-by."
79,2017-09-14T11:03:48+00:00,Kolkata24*7,"Kolkata: Kolkata has managed to significantly bring down the number of accidents -both fatal and non-fatal -in 2016 in comparison with the previous year.The launch of the Safe Drive Save Life campaign, coupled with strict enforcement of speed rules in the city seem to have made the difference, claim top Lalbazar officers.Also Read: ‘Safe Drive, Save Live’ Campaign Gives Positive Result According to the latest road accident report – based on leading cities of India, prepared by the Union ministry of road transport and highways, 2016 witnessed 388 fatal accidents on Kolkata’s streets. There were 421 fatal accidents in 2015 and 431 in 2014.Not only did the number of fatal accidents fall by 7.8% but also the total figure of non-fatal accidents dropped by a substantial 18%.Read More: DGP Assures Of No Threat To Bengal During PujasA comparison with other cities will put things into perspective. In 2016, Delhi saw 1,591 people dying on roads and Chennai witnessed 1,183 deaths.Similarly, there were a total of 4104 accidents in the city in 2016 compared to 4981 in 2015. The severity of accidents (number of persons killed per 100 accidents) is at an all-time low of 9.9, much lesser than Mumbai (16.6) or Delhi (21.6).The national average is 19.8.See This: Online campaign to spread road safety awarenessBetween July 8 and December 31, 2016 – after the safety drive was launched – number of deaths of helmetless drivers came down to 32 (from 61 during the corresponding period in 2015).Source: All India Trinamool Congress"
80,2017-09-07T17:12:57+00:00,Kolkata24*7,"Priyanka Dutta, Kolkata: Releasing the ‘Road Accidents in India – 2016′ report, the Road Transport and Highways Minister said while overall road accidents last year declined by 4.1 percent, the fatalities were up by 3.2 percent, meaning more than 400 people lost their lives daily on roads.The report mentioned that as many as 17 people died in 55 road accidents per hour on average last year, with 46.3 percent of them in the 18-35 age group.While overall road accidents declined by 4.1 percent, the fatalities were up by 3.2 percent, meaning.A total of 4,80,652 road accidents took place in India last year resulting in the loss of 1,50,785 lives and inflicting serious injuries on 4,94,624 people.The report added that the working age group of 18-60 years constituted 83.3 percent in the total road accidents. The report says 13 states accounted for 86 percent of accidents. These are Tamil Nadu, Madhya Pradesh, Karnataka, Uttar Pradesh, Andhra Pradesh, Gujarat, Telangana, Chhattisgarh, West Bengal, Haryana, Kerala , Rajasthan and Maharashtra. The minister said the target is to reduce the fatalities by 50 percent in next two years and Road Safety Bill pending in Parliament, if cleared in the next session, will prove to be a milestone in addressing it.Based on the data reported by the police, drivers’ fault was the single most important factor responsible for road accidents (84 percent), killings (80.3 percent) and injuries (83.9 percent). The Minister said that road safety committees should be constituted in districts, headed by senior most MPs with Deputy Collector as Secretary, and they will look into all aspects of accidents at that level,Indicating a slew of steps to minimise accidents, Gadkari said these included installation of crash barriers and correcting design and engineering flaws in projects besides identifying about 786 black accidents spots and steps to correct these through an expenditure of about Rs 12,000 crore.The national highways constitute about 2 percent of the total road network of India, but they accounted for 29.6 percent of total road accidents and 34.5 percent of total number of persons killed.The state highways accounted for 25.3 percent of total accidents and 27.9 percent of the total number of persons killed in road accident in 2016."
81,2017-06-16T12:36:47+00:00,Kolkata24*7,"Kolkata: A bus overturned after hitting a road divider while overtaking another bus on the busy Howrah Bridge today killing two persons and injuring seven.The accident took place around 10.58 am when the Sealdah-bound minibus dashed against the road divider and lost control while overtaking another bus when it was descending from the bridge, a senior officer of Kolkata Traffic Police said.Two children were among the injured and were rushed to a hospital. The police were yet to establish the identities of the victims. The accident led to a huge traffic jam on the bridge. The driver fled the scene after the incident. “We are checking whether there was any technical problem with the bus or whether there was any fault on the part of the driver of the other bus,” the officer said."
